id,name,address.street,address.city,address.zipCode,address.county,lat,long,match_address,match_name,DAY1_OPEN,DAY1_CLOSE,DAY2_OPEN,DAY2_CLOSE,DAY3_OPEN,DAY3_CLOSE,DAY4_OPEN,DAY4_CLOSE,DAY5_OPEN,DAY5_CLOSE,DAY6_OPEN,DAY6_CLOSE,DAY0_OPEN,DAY0_CLOSE
8245,1st Quality Market,2655 Nicollet Ave,Minneapolis,55408,Hennepin,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1548,52 MARKET  AND TRADING,990 ARCADE ST,Saint Paul,55106,Ramsey,44.970965,-93.0657013,"990 Arcade St, St Paul, MN 55106, United States",52 Market & Trading,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
8782,75 Market and Deli,1187 Minnehaha Ave E ,Saint Paul,55106,Ramsey,44.9632454,-93.0503794,"1187 Minnehaha Ave E, St Paul, MN 55106, United States",75 Market,830,1800,830,1900,830,1900,830,1900,830,1900,830,1900,830,1900
8685,7th Grocery,43 7th St W,Saint Paul,55102,Ramsey,44.947625,-93.098563,"43 7th St W, St Paul, MN 55102, United States",7th Grocery,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200
8875,A A Market,191 Western Ave N,Saint Paul,55102,Ramsey,44.9470787,-93.1162414,"191 Western Ave N # 1, St Paul, MN 55102, United States",AA Market,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
8552,Aaran Halal Market,8904 Old Cedar Ave S,Bloomington,55425,Hennepin,44.8422222,-93.2483333,"8904 Old Cedar Ave S, Bloomington, MN 55425, United States",Aaran Halal Market,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200
8379,Africa International Market,7617 Welcome Ave N,Brooklyn Park,55443,Hennepin,45.0944366,-93.3536758,"7617 Welcome Ave N, Brooklyn Park, MN 55443, United States",AFRICA INTERNATIONAL MARKET,900,2030,900,2030,900,2030,900,2030,900,2030,900,2030,900,2030
8783,African Halal & Deli,405 E Lake St ,Minneapolis,55408,Hennepin,44.9482422,-93.270185,"405 E Lake St, Minneapolis, MN 55408, United States",African Safari Meat Market,1000,1600,900,1900,900,1900,900,1900,900,1900,900,1900,900,1800
8624,African Plaza,555 Snelling Ave N ,Saint Paul,55104,Ramsey,44.9578577,-93.167226,"555 Snelling Ave N, St Paul, MN 55104, United States",Star Food Market,930,1900,930,1900,930,1900,930,1900,930,1900,930,1900,930,1900
341,AFRIK GROCERY,613 CEDAR AVE S,Minneapolis,55454,Hennepin,44.9672211,-93.2470825,"613 Cedar Ave, Minneapolis, MN 55454, United States",Afrik Grocery,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7902,AIN-U-SHAMS,"131  LITCHFIELD AVE. SW, Suite 101",Willmar,56201,Kandiyohi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8672,Ainushams Halal Foods,123 W Lake St,Minneapolis,55408,Hennepin,44.9482258,-93.2808541,"123 W Lake St, Minneapolis, MN 55408, United States",Ainushams Halal Foods,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8618,Alif Halal Market,"1501 Riverwood Dr, Suite 180 ",Burnsville,55337,Dakota,44.7856827,-93.2536619,"1501 Riverwood Dr #180, Burnsville, MN 55337, United States",Alif Halal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5336,AL & LAURA'S FOODS,309 N Mill St,Fertile,56540,Polk,47.5362074,-96.2804997,"309 N Mill St, Fertile, MN 56540, USA",309 N Mill St,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8390,Almadina Grocery Market,1001 E Franklin Ave,Minneapolis,55404,Hennepin,44.9626169,-93.2594631,"1001 E Franklin Ave, Minneapolis, MN 55404, United States",Almadina Halal,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
8971,Almich's Market,2525 20th Street,Slayton,56172,Murray,43.993757,-95.7556289,"2525 20th St, Slayton, MN 56172, United States",Jim's Market,900,1700,800,2000,800,2000,800,2000,800,2000,800,2000,800,1900
8755,Almich's Market,34 E Center Ave,Clara City,56222,Chippewa,44.956483,-95.3663075,"34 East Center Ave W, Clara City, MN 56222, United States",Almich Market,630,1900,630,2000,630,2000,630,2000,630,2000,630,2000,630,2000
1212,ALMICH'S MARKET,1340 9TH ST,Granite Falls,56241,Yellow Medicine,44.8055556,-95.5522222,"1340 9th St, Granite Falls, MN 56241, United States",Almich's Market,700,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,1700
297,Almsted's Fresh Market,4200 Douglas Dr,Crystal,55422,Hennepin,45.0331785,-93.3594223,"4200 Douglas Dr N, Crystal, MN 55422, United States",Almsted's Fresh Market,700,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
8788,A.M. Food & Tobacco,1814 Nicollet Ave S,Minneapolis,55403,Hennepin,44.964934,-93.2779909,"1814 Nicollet Ave, Minneapolis, MN 55403, United States",AM Food Market,900,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
8908,Amin Grocery Store,302 4TH STREET S.W. SUITE  3,Willmar,56201,Kandiyohi,45.1212576,-95.0481734,"302 4th St SW SUITE 3, Willmar, MN 56201, United States",Amin Grocery LLC,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
8061,ANDALE TAQUERIA Y MERCADO,7700 NICOLLET AVE S,Richfield,55423,Hennepin,44.8635485,-93.2788362,"Andale Taqueria & Mercado, 7700 Nicollet Ave, Minneapolis, MN 55423, USA",Andale Taqueria & Mercado,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8802,Annapolis Super USA ,1333 Thomas Ave,Saint Paul,55104,Ramsey,44.9596344,-93.1566218,"1333 Thomas Ave W, St Paul, MN 55104, United States",Super USA,800,2100,700,2100,700,2100,700,2100,700,2100,700,2100,800,2100
8792,Asian Market,1423 Rice St,Saint Paul,55117,Ramsey,44.9840358,-93.10623,"1423 Rice St, St Paul, MN 55117, United States",Nepali Market,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
8799,Bakar Grocery,1217 Marion Rd SE #600,Rochester,55904,Olmsted,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8536,Bakken's Market,33 Main St S,Clearbrook,56634,Clearwater,47.6940398,-95.4284336,"33 Main St S, Clearbrook, MN 56634, United States",Bakkens Fairway Market,1000,1400,730,1830,730,1830,730,1830,730,1830,730,1830,800,1830
8660,Baraka Grocery,1005 N Broadway Ave ,Rochester,55906,Olmsted,NaN,NaN,"1005 N Broadway Ave, Rochester, MN 55906, United States",Broadway Grocery,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7776,BARNESVILLE GROCERY,123 2ND ST SE,Barnesville,56514,Clay,46.6525948,-96.4190615,"123 2nd St SE, Barnesville, MN 56514, United States",Barnesville Super Market,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000
8797,Barwaqo Halal Market,311 Lyndale Ave N,Faribault,55021,Rice,44.2933867,-93.2891123,"311 Lyndale Ave N, Faribault, MN 55021, United States",Barwaqo halal market inc,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
7052,B & B MARKET,506 BIG LAKE RD,Cloquet,55720,Carlton,46.7126271,-92.4676767,"506 Big Lake Rd, Cloquet, MN 55720, United States",B & B Market,700,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100
6103,B & D FOODS INC.,525 DOUGLAS AVE,Henning,56551,Otter Tail,46.3210228,-95.4438168,"525 Douglas Ave, Henning, MN 56551, United States",B & D Foods Inc,900,1400,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
8071,B & D MARKET,1002 W LINCOLN AVE,Olivia,56277,Renville,44.7771781,-94.991324,"1002 W Lincoln Ave, Olivia, MN 56277, United States",B&D Market,800,1800,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
2107,BECKER FOOD PRIDE,13400 FIRST ST,Becker,55308,Sherburne,45.3971785,-93.8819956,"13400 1st St, Becker, MN 55308, United States",Becker Food Pride,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200
2036,BECKER'S SUPER VALU,114 Vernon Ave,Morgan,56266,Redwood,44.4154712,-94.9276297,"114 Vernon Ave, Morgan, MN 56266, United States",SUPERVALU,830,1200,730,1800,730,1800,730,1800,730,1800,730,1800,730,1730
8955,Bennett's Eyota Market,501 Glen St SW,Eyota,55964,Olmsted,NaN,NaN,"501 Glen St SW, Eyota, MN 55934, United States",Eyota Market,800,1900,630,1900,630,1900,630,1900,630,1900,630,1900,700,1900
1061,BENNETT'S  FOOD CENTER,215 1ST ST SW,Plainview,55964,Wabasha,44.162546,-92.1667203,"215 1st St SW, Plainview, MN 55964, United States",Bennett's Food Center,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200
1023,BERGENS PRAIRIE MARKET,234 2ND ST,Milan,56262,Chippewa,45.1119267,-95.9115818,"234 Main St, Milan, MN 56262, United States",Bergen's Prairie Market,1000,1500,830,1900,830,1900,830,1900,830,1900,830,1900,900,1700
1404,BIHIS SHOP,212 5TH ST SW,Willmar,56201,Kandiyohi,45.1213751,-95.0496253,"212 5th St SW, Willmar, MN 56201, United States",Bihi's Shop of African Food,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8907,Bill's Market,3100 Brookdale Dr N,Brooklyn Park,55443,Hennepin,45.0978363,-93.3216203,"3100 Brookdale Dr N, Brooklyn Park, MN 55443, United States",Bill's Market,600,2300,530,2300,530,2300,530,2300,530,2300,530,2300,600,2300
8784,Bill's Superette,17333 55th Ave NW,Royalton,56373,Morrison,45.820092,-94.283745,"17333 55th Ave NW, Royalton, MN 56373, United States",BILL'S Superette,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200
8065,BILL'S SUPERETTE,15299 ST FRANCIS BLVD,Ramsey,55303,Anoka,45.247844,-93.40403,"15299 St Francis Blvd NW, Ramsey, MN 55303, United States",BILL'S Superette,600,2300,500,2300,500,2300,500,2300,500,2300,500,2300,600,2300
7099,BILL'S SUPERETTE ,6290 BOONE AVE N,Brooklyn Park,55428,Hennepin,45.068903,-93.3901783,"6290 Boone Ave N, Brooklyn Park, MN 55428, United States",BILL'S Superette,600,2300,530,2300,530,2300,530,2300,530,2300,530,2300,600,2300
64,BILL'S SUPERMARKET,132 W NICHOLS AVE,Montevideo,56265,Chippewa,44.9442886,-95.7241848,"132 W Nichols Ave, Montevideo, MN 56265, United States",Bill's Supermarket,900,1900,700,2100,700,2100,700,2100,700,2100,700,2100,800,2000
8989,Bismillah Grocery Store,2926 Chicago Ave. ,Minneapolis,55407,Hennepin,44.9492121,-93.2629301,"2926 Chicago Ave, Minneapolis, MN 55407, United States",Bismillah,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
636,BLACKDUCK FAMILY FOODS,288 FRONTAGE RD,Blackduck,56630,Beltrami,47.7266012,-94.5533529,"288 Frontage Rd, Blackduck, MN 56630, United States",Blackduck Family Foods,800,1800,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000
1661,BLAKE GROCERY,108 N BLAKE RD,Hopkins,55343,Hennepin,44.9265119,-93.3859283,"108 Blake Rd N, Hopkins, MN 55343, United States",Halal Meat,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300
8986,Blue Nile Grocery Store,431 American Blvd. E.,Bloomington,55420,Hennepin,44.8593736,-93.2696778,"431, Bloomington, MN 55420, United States",Blue Nile Halal Market,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
2012,BOB N FRAN'S GROCERY,309 DEGRAFF AVE,Swanville,56382,Morrison,45.9140974,-94.6404727,"309 De Graff Ave, Swanville, MN 56382, United States",Bob & Fran's Grocery,800,1230,730,2000,730,2000,730,2000,730,2000,730,2000,800,1830
5221,BOB'S COUNTRY MARKET,100 2ND ST,Bovey,55709,Itasca,47.295403,-93.4200083,"100 2nd St, Bovey, MN 55709, United States",Bob's Country Market,800,1800,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
8993,Bolt's Lake Benton Grocery,104 E Benton St,Lake Benton,56149,Lincoln,44.261153,-96.286095,"156 N Tyler St, Tyler, MN 56178, United States",Maynard's Food Center,900,1800,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
364,BONNIE'S HOMETOWN GROCERY,427 MAIN ST,Clinton,56225,Big Stone,45.4603595,-96.4361537,"427 Main St, Clinton, MN 56225, United States",Bonnie's Home Town Grocery,900,1230,800,1800,800,1800,800,1800,800,1800,800,1800,900,1600
8988,Boone's Market,517 Pacific Ave,Randall,56475,Morrison,46.0897877,-94.5005668,"517 Pacific Ave, Randall, MN 56475, United States",Boone's Market,900,1500,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
8004,BRAD'S MARKET,128 N JEFFERSON ST,Minneota,56264,Lyon,44.5608778,-95.9875,"128 N Jefferson St, Minneota, MN 56264, United States",Brads Market,800,1200,730,1830,730,1830,730,1830,730,2000,730,2000,730,1730
8894,Breck Econofoods,130 N 6th St,Breckenridge,56601,Wilkin,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5105,BRENT'S FRESH FOODS,PARK PLACE MALL,Red Lake Falls,56750,Red Lake,47.875491,-96.2729598,"105 International Dr, Red Lake Falls, MN 56750, United States",Park Place Mall,1100,1800,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
5748,BRINKS MARKET,11460 BRINK AVE,Chisago City,55013,Chisago,45.38011,-92.873954,"11460 Brink Avenue, Chisago City, MN 55013, United States",Brink's Market,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200
8930,"Broadway Halal Market, LLC",825 W Broadway Ave,Minneapolis,55411,Hennepin,44.9993,-93.2857714,"420 W Broadway Ave, Minneapolis, MN 55411, United States",Kemps LLC,800,1630,800,1630,800,1630,800,1630,800,1630,NaN,NaN,NaN,NaN
8912,Bronson Market,104 E Main St,Lake Bronson,56734,Kittson,48.7354199,-96.662368,"112 Main St, Lake Bronson, MN 56734, United States",Lake Bronson Community Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8901,Brothers Restaurant & Grocery,2156 Hoffman Rd,Mankato,56001,Blue Earth,44.1561731,-93.9713848,"2156 Hoffman Rd, Mankato, MN 56001, United States",Somali Restaurant And Grocery,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
7465,BRUCE'S FOODS,5358 WYOMING TRL,Wyoming,55092,Chisago,45.333344,-92.996966,"5358 Wyoming Trail, Wyoming, MN 55092, United States",Bruce's Foods,800,2200,700,2200,700,2200,700,2200,700,2200,700,2200,800,2200
8998,Bubai Foods Store,601 Main Street - P O BOX 444,Walnut Grove,56180,Redwood,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1846,BYMORE SUPERMERCADO,857 PAYNE AVE,Saint Paul,55106,Ramsey,44.9671692,-93.0738167,"857 Payne Ave, St Paul, MN 55130, United States",Bymore Supermercado,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100
8360,Carlton Meat & Grocery,500 3rd St,Carlton,55718,Carlton,46.6670791,-92.4238586,"500 3rd St, Carlton, MN 55718, United States",Carlton Meat & Grocery,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
2112,CARNICERIA LA HUAZTECA,"417 E LAKE ST, SUITE 60",Minneapolis,55408,Hennepin,44.9481857,-93.2694633,"417 E Lake St # 60, Minneapolis, MN 55408, United States",Carniceria La Huazteca Inc,900,2000,845,2000,900,2000,900,2000,900,2000,900,2000,900,2000
1183,CARNICERIA VALERIE'S,3149 NICOLLET AVE S,Minneapolis,55408,Hennepin,44.9452451,-93.2777715,"3149 Nicollet Ave, Minneapolis, MN 55408, United States",Valeries Carniceria,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
1610,CASABLANCA FOODS,3246 NICOLLET AVE S,Minneapolis,55408,Hennepin,44.9431281,-93.2784562,"3246 Nicollet Ave, Minneapolis, MN 55408, United States",Casablanca Foods,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
8345,Case Market,933 Case Ave,Saint Paul,55106,Ramsey,44.9704264,-93.0612439,"933 Case Ave E, St Paul, MN 55106, United States",Tonys Market,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
2163,CASH WISE ,1300 SE 3RD ST,Willmar,56201,Kandiyohi,45.1101674,-95.0402473,"1300 5th St SE, Willmar, MN 56201, United States",Cash Wise Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,CASH WISE ,1020 HWY 15,Hutchinson,55350,Mcleod,44.877535,-94.3791943,"1020 MN-15, Hutchinson, MN 55350, United States",Cash Wise Foods,600,0,600,0,600,0,600,0,600,0,600,0,600,0
5016,Cash Wise ,1220 Westridge Rd,New Ulm,56073,Brown,44.3280465,-94.4903898,"1220 Westridge Rd, New Ulm, MN 56073, United States",Cash Wise Foods,600,0,600,0,600,0,600,0,600,0,600,0,600,0
2026,Cash Wise ,3300 Hwy 10 E,Moorhead,56560,Clay,46.8779542,-96.7277752,"3300 Highway 10 E, Moorhead, MN 56560, United States",Cash Wise Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8931,Cash Wise Foods,1230 State Street N,Waseca,56093,Waseca,44.0898776,-93.5052958,"1230 N State St, Waseca, MN 56093, United States",Cash Wise Foods,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
396,CASH WISE FOODS ,113 S WAITE AVE,Waite Park,56387,Stearns,45.5508796,-94.2156128,"113 South Waite Ave S, Waite Park, MN 56387, United States",Cash Wise Foods,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Cash Wise Foods ,495 W North St,Owatonna,55060,Steele,44.0923697,-93.2361762,"495 W North St, Owatonna, MN 55060, United States",Cash Wise Foods,600,0,600,0,600,0,600,0,600,0,600,0,600,0
2096,CASH WISE FOODS ,1001 4th St E,Saint Cloud,56304,Benton,45.5637375,-94.138328,"1001 4th St SE, St Cloud, MN 56304, United States",Cash Wise Foods,600,0,600,0,600,0,600,0,600,0,600,0,600,0
8549,Cedar Food & Grill,2600 Cedar Ave S,Minneapolis,55407,Hennepin,44.9553608,-93.2477089,"2600 Cedar Ave, Minneapolis, MN 55407, United States",Cedar Food & Grill,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
8805,Central Market,211 Market Dr,Perham,56573,Otter Tail,46.5852013,-95.5720367,"211 Market Dr, Perham, MN 56573, United States",Central Market,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,CENTRAL MARKET,310 Frazee St E,Detroit Lakes,56501,Becker,46.816743,-95.840535,"310 Frazee St E, Detroit Lakes, MN 56501, United States",Central Market,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7888,CENTRO AMERICA EXPRESS,1718 E 7TH ST,Saint Paul,55106,Ramsey,44.966586,-93.028023,"1718 7th St E, St Paul, MN 55106, United States",Centro American Express,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8366,Centromex Supermercado,816 E 7th St,Saint Paul,55106,Ramsey,44.9616829,-93.066092,"816 E 7th St, St Paul, MN 55106, United States",Centromex Supermercado,800,1900,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
1728,CHASKA MARKET,133 4TH ST,Chaska,55318,Carver,44.7868338,-93.6021068,"1952, 133 W 4th St, Chaska, MN 55318, United States",Chaska Market,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
8398,Chief Corner Store,48548 Powwow Hwy,Ponsford,56575,Becker,46.9779226,-95.3826037,"48548 Co Hwy 129, Ponsford, MN 56575, United States",Chief Corner Store,900,1800,800,1800,800,1800,800,1800,800,1800,800,1800,900,1800
1260,CHISHOLM JUBILEE,130 SW FIRST ST,Chisholm,55719,Saint Louis,47.4884265,-92.8816955,"130 1st St SW, Chisholm, MN 55719, United States",Jubilee Foods,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
6247,CHRIS FOOD CENTER,320 MN-123,Sandstone,55072,Pine,46.1249112,-92.8692988,"320 MN-123, Sandstone, MN 55072, United States",Chris' Food Center,800,2000,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100
8673,Cinco de Mayo Mercado,3733 Nicollet Ave,Minneapolis,55409,Hennepin,44.9347454,-93.2777585,"3733 Nicollet Ave, Minneapolis, MN 55409, United States",Cinco De Mayo Mercado,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100
1740,CITY MARKET & HALAL MEAT,1825 E LAKE ST,Minneapolis,55407,Hennepin,44.9481914,-93.2471711,"1825 E Lake St, Minneapolis, MN 55407, United States",City Market & Halal Meat,900,2200,900,2100,900,2100,900,2100,900,2100,900,2100,900,2200
6940,CLARKFIELD FAMILY FOODS,920 10TH ST,Clarkfield,56223,Yellow Medicine,44.7901212,-95.8037343,"920 10th St, Clarkfield, MN 56223, United States",Family Foods,730,2100,730,2100,730,2100,730,2100,730,2100,800,2000,NaN,NaN
8963,Clinton Halal Market,1930 Clinton Ave. So.,Minneapolis,55404,Hennepin,44.9486008,-93.2720798,"1552 E Lake St, Minneapolis, MN 55407, United States",Dur Dur Bakery & Grocery Store,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
1826,Coborn's ,110 First St S,Sauk Rapids,56379,Benton,45.5874152,-94.1637931,"110 1st St S, Sauk Rapids, MN 56379, United States",Coborn's,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,Coborn's ,161 Glen St,Foley,56329,Benton,45.6631878,-93.9195404,"161 Glen St, Foley, MN 56329, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
2009,COBORN'S ,2118 8TH ST N,Saint Cloud,56303,Stearns,45.564716,-94.1833299,"2118 Veterans Dr, St Cloud, MN 56303, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
1927,COBORN'S ,1101 SECOND AVE NE,Little Falls,56345,Morrison,45.9774733,-94.3444811,"1101 2nd Ave NE, Little Falls, MN 56345, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
5711,COBORN'S ,707 1ST AVE N,Sartell,56377,Stearns,45.6311292,-94.2078944,"707 1st Ave N, Sartell, MN 56377, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
6727,Coborn's ,705 County Rd 75,Clearwater,55320,Wright,45.4156139,-94.0522808,"705 County Rd 75 NW, Clearwater, MN 55320, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
7606,Coborn's ,645 Lake St S,Long Prairie,56347,Todd,45.9641811,-94.8672416,"645 Lake St S, Long Prairie, MN 56347, United States",Coborn's,600,0,600,0,600,0,600,0,600,0,600,0,600,0
1922,COBORN'S ,710 FRANKIE LN,Mora,55051,Kanabec,45.8685019,-93.2910401,"710 Frankie Ln, Mora, MN 55051, United States",Coborn's,600,0,600,0,600,0,600,0,600,0,600,0,600,0
7609,COBORN'S ,1100 7th Ave S,Princeton,55371,Sherburne,45.5560701,-93.5813224,"1100 7th Ave S, Princeton, MN 55371, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
1961,COBORN'S ,214 12TH ST,Sauk Centre,56378,Stearns,45.7249328,-94.9480693,"214 12th St S, Sauk Centre, MN 56378, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
56,COBORN'S ,19424 EVANS ST,Elk River,55330,Sherburne,45.3234303,-93.5595219,"19425 Evans St NW, Elk River, MN 55330, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
324,COBORN'S ,2211 11th St E,Glencoe,55336,Mcleod,44.7715111,-94.1326069,"2211 11th St E, Glencoe, MN 55336, United States",Coborn's,600,0,600,0,600,0,600,0,600,0,600,0,600,0
672,Coborn's ,1400 Babcock Blvd E,Delano,55328,Wright,45.0370457,-93.7684748,"1400 Babcock Blvd, Delano, MN 55328, United States",Coborn's,600,0,600,0,600,0,600,0,600,0,600,0,600,0
1008,Coborn's ,5698 La Centre Ave NE,Albertville,55301,Wright,45.2339021,-93.6608586,"5698 La Centre Ave NE, Albertville, MN 55301, United States",Coborn's,500,2300,500,2300,500,2300,500,2300,500,2300,500,2300,500,2300
753,COBORN'S ,209 W 1ST ST,Park Rapids,56470,Hubbard,46.922624,-95.0617307,"209 1st St W, Park Rapids, MN 56470, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
1148,COBORN'S ,771 ROSE DR,Big Lake,55309,Sherburne,45.3338578,-93.73507,"711 Rose Dr, Big Lake, MN 55309, United States",Coborn's,500,0,500,0,500,0,500,0,500,0,500,0,500,0
1287,COBORN'S ,1725 PINE CONE RD S,Sartell,56377,Stearns,45.5959557,-94.2252417,"1725 Pine Cone Rd S, Sartell, MN 56377, United States",Coborn's,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,Coborn's ,7900 Sunwood Dr NW,Ramsey,55303,Anoka,45.234647,-93.468378,"7900 Sunwood Dr NW, Ramsey, MN 55303, United States",Coborn's,500,2300,500,2300,500,2300,500,2300,500,2300,500,2300,500,2300
1391,COBORN'S ,115 2ND AVE NE,Pipestone,56164,Pipestone,43.9927978,-96.332031,"1106 8th St SW, Pipestone, MN 56164, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
1818,COBORN'S ,900 Cooper Ave S,Saint Cloud,56301,Stearns,45.5504894,-94.1762427,"900 Cooper Ave S, St Cloud, MN 56301, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
1747,Coborn's ,225 W 33rd St,Hastings,55033,Dakota,44.71336,-92.844828,"225 33rd St W, Hastings, MN 55033, United States",Coborn's,600,0,600,0,600,0,600,0,600,0,600,0,600,0
1837,Coborn's ,200 Alton Ave SE,New Prague,56071,Le Sueur,44.5417536,-93.5541369,"200 Alton Ave SE, New Prague, MN 56071, United States",Coborn's,600,0,600,0,600,0,600,0,600,0,600,0,600,0
2075,Coborn's ,1500 Elm St E,Saint Joseph,56374,Stearns,45.5680828,-94.2972268,"1500 Elm St E, St Joseph, MN 56374, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
7866,COBORN'S ,1010 E ENTERPRISE DR,Belle Plaine,56011,Scott,44.621817,-93.746385,"1010 E Enterprise Dr, Belle Plaine, MN 56011, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
7873,COBORN'S ,105 E MAIN ST,Melrose,56352,Stearns,45.6752674,-94.812597,"105 E Main St, Melrose, MN 56352, United States",Coborn's,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300
